id,username,text,label
856,Ariyan,Biasanya masalah keamanan pejabat dulu deh yang ngerasaain...,netral
857,Batu Penguasa,"Bacot la,  beritnya covid sma politik mulu.  Media cari uang gini amat ya skrng",negatif
858,Prof Halu,Gue pengen kena corona.,negatif
859,Abdul Mukti,Kumaha sia ajiggggg  aing bosen ngadenge copit,negatif
860,Zerevv,Halal? orang didenda,negatif
861,spiderman noir,"Ya udah, semua anggota dpr dulu terus para mentri dulu abis itu pak presiden dan seluruh keluarganya dulu, terus tunggu bbrp bulan kalo aman semua ga ada yg mati, baru Rakyat yaa",netral
862,Boomm Beng,presiden dan pejabat tinggi negara yg pertama di vaksin,netral
863,Darsiah Siah,setelh di vaksin semoga aman tidak terjadi yg aneh2 nantinya,positif
864,Moch Amzi,Semoga besok dunia kembali normal,netral
865,Weednesday,BULLSHIT,negatif
866,Insannisa Majid,"Mudah mudahan cepat selesai wabah ini, biar negara makin maju, perekonomian makin meningkat. Kalo misal ini wabah, adalah akibat ulah manusia, mudah mudahan tidak ada lagi ilmuwan atau yg ahli bikin wabah bisa berkaca, beginilah akibat yg tak di sangka, makin panjang. Kayaknya sy kebanyakan nonton film, nih... Maaf",positif
867,Fadhila Dhiyaul Wafa,Semoga cepat dibagikan vaksinnya,positif
868,Bagus Basuki,Hanya orang bego yang mau di vaksin,negatif
869,Andromeda,Habis di suntik vaksin.... Semua warga Indonesia menjadi Zombie.... Halu bgt Gw....,negatif
870,Dede Fitri,Paksin virus untuk membunuh rakyat prlahan lahan,negatif
871,Dark Knightmare,"Dah buat para pejabat aja dulu khususnya pres n wapres ,kami prioritaskan anda anda dulu, biar pemerintahan aman",netral
872,Oritama Zulfikar,Perasaan ga ada berita warga china di vaksin,netral
873,Berkah bahari,Yg mau vaksin silahkan..  Tapi jangan maksa dong..  Sampe dikenakan denda Ini vaksin apa bisnis sih..,negatif
874,Dropship dan Affiliate,Semoga lekas jadi vaksinnya,positif
875,Candra Setyo Abdi Sadi Putra,"Apa kita yg sehat juga bakal dipaksa vaksin? Ngapain? Males, dislike",negatif
876,Kharisma Purnama,SKIP VAKSIN GA PAKE BACOT CUMA 2 KATA GUA TOLAK,negatif
877,Wingky Sugama,"Uji coba vaksin di anggota dpr dulu, baru ke rakyat",positif
878,Coun Toolgeedie,Masyarakat lebih sehat daripada di vaksin.. pemerintah hanya mengandalkan ansumsi yg kurang jelas. cuma demi uang mengorbankan masyarakat.!,negatif
879,fahmi maulana,"bapak maff, ga pakai masker?",netral
880,M.Fathan Jamil,Semua orng dari pemerintahan dlu yg di vaksin baru Rakyat. seluruh kekuarga saya tdk akan saya ijin kn dvaksin,negatif
881,Dhirendra218,Gak mungkin dapat membuat vaksin secepat itu,negatif
882,HD BRIJAYA,"pembodohan publik, buang'' uang negara puluhan triliun hanya buat vaksin yang gak jelas itu",negatif
883,aji oke,"semoga dengan vaksin dunia segera pulih dan kembali normal, semangat terus juga buat pemerintah",positif
884,BALE NASU,"Vaksinnya prioritaskan anggota DPR biar pejabat negara aman dr corona.
Tiga bulan kemudian barulah di vaksin masyarakat biasa.",positif
885,Ucuy Leupeut,Bodo amat,negatif
886,Waguwaton Guyu,Bener ga sih? Perasaan who masih menunda deh? Oia itu berita kritikan dari luar gimana? Tes covid di mari negatif masa di sana tes lagi positif. Jadi di ragukan sama luar ,netral
887,Permata Hati,"*SEMANGAT BANGET NIH AJANG BISNISNYA
*PENYAKITNYA GAK ADA TAPI VAKSINNYA DIGEMBAR GEMBORKAN",negatif
888,rian dwi saputra,Mudah mudahan bisa dipercepat lagi vaksin nya... Sudah terlalu banyak korban...,positif
889,MUHAMAD.FIRDAUS_A,"Ada yg bisa jelaskan gk knp vaksin Ebola lama diketemukan hampir 20 tahun tapi vaksin covid 19 baru berapa bulan SDH bisa diketemukan?? Aneh ya, seperti permainan dunia",negatif
890,lia liana,"Semoga jika ini yg terbaik secepatnya bisa terwujud kan, dan lebih akurat lagi kapan vaksin ini bisa di distribusikan",positif
891,Gusde Bali Tours,"ayo teman2 vaksin, ini demi kita juga loh, pemerintah gak mungkin beli mahal2 kalo gak berguna buat rakyatnya",positif
892,Asep Udin,Setahu saya banyak masyarakat banyak yg kurang percaya… karena terlalu sering di tipu sama kebijakan ini itu pemerintah.,negatif
893,Saputra Gaming,"PEMERINTAH PASTIKAN MASYARAKAT MENERIMA vaksin secara merata, biar semuanya aman, tidak ada lagi korban jiwa",positif
894,Arief Setyadi,"Halu apa ya nih orang..? 
*FDA dan WHO sendiri MERILIS minimal UJI Vaksin TAHAP 3 baru selesai Maret 2021..*",negatif
895,Yohanes Hari,"Vaksinnya itu haram, jadi jangan mau di vaksin",negatif
896,An samarinda,Klo januari sudah divaksin kira kira kapan ya hidup mulai norma kembali .pengen buka acara musik cepat cepat,netral
897,Crafert,"Vaksin udah halal dan aman di hina
Vaksin sebelumnya masih di uji klinis di hina katanya harus cepet cepet
kasihan pemerintah di salahkan terus sama rakyatnya",positif
898,yudi pramana putra,Presiden sma mentri nya dulu lah di vaksin. Jngan korban masyarakat nya.  Mentang2 minion rajanya mati blakangan..  Politik tuh hahaaa,negatif
899,jx lvp - juventus liverpool are my fav.,"Jokowi, terawan disuntik duluan.. live di TV",netral
900,Ageleia Erika,"Pidato terakhir ketua BPOM menyatakan bahwa vaksin CoVID19 masih BELUM LOLOS uji BPOM deh sampai saat ini karena data- data yang KURANG

Bapak HALU atau terlalu lelah pak ? Yang BELUM ya BELUM... Sabar aja pak sampai LOLOS BPOM...",negatif
901,VICKY TERESIA,BERARTI JADI NIH TAHUN BARUAN ,netral
902,Farid Muhaimin,Jika ingin pandemi Covid 19 berakhir Tidak ada cara lain selain LOCKDOWN total solusi satu- satunya mengatasi penyebaran virus corona demi melindungi keselamatan RAKYAT. jika tidak Lockdown maka indonesia akan di Lockdown oleh negara- negara lain.,positif
903,ida amidah,Duit dah Habis baru lockdown... . korban dah banyak...,negatif
904,"h,setiawati setiawati","Sy setuju Di lockdown, bagi pedagang ngga ush kuatir. Masih bs berjualan asal ngga mkn Di tempat, tegas lah pemerintah ini, bukan apa Di vaksin sementara masih ada yg dilonggarin,",positif
905,apa dia aku,"Kenapa Berita tentang covid di besar kan, coba deh 1 bulan saja hapus berita tentang covid, dan lihat perbedaan nya dibandingkan di publikasikan terus menerus berita tentang ko-pets melulu",negatif
906,JokoLelono Samudro,"Sekarang bingung semua , pemerintah pusat banyak tekanan , saat mudik semua senang . Ada tdk yg bisa tekan itu masyarakat Madura yg demo kmrn !!!!",netral
907,Ahmad Salim,Sangat setuju lockdown krna ga lockdown biaya k rakyat sama cheek swab or merawat Tanpa pemerintah biaya sendiri triliunan kilo d hitung trap kluarga biaya sendiri,positif
908,JAVA Heritage,"Masyarakat yg tidak bisa di atur,
Rakyatnya tidak biasa disiplin",positif
909,Kang Rudhy,"saya setuju jika lockdown, tapi alangkah lebih baik jika pom bensin juga di tutup, biar gak ada akses ke mana pun",positif
910,Kang Rudhy,"percuma peraturan ini itu, tapi pemerintah gak tegas",negatif
911,Dede Mulyana,Kompas tv bikin berita lockdown .lo mau ga kasih makan rakyat kecil klo lockdown. . yang ada bukan mati krn covid tapi mati kelaparan ..,negatif
912,Diyk Nugraha,Locdown d daerah zona merah jangan lupa juga materi buat daerah yng d lockdown jangan sampai ada kabr ada masyarakat mati kelaparan karna d licdown daerah nya ingat siap kan materi buat wilayah yng d lockdown,positif
913,Jaje Tujak,"Udh lah hidup kita bakal gini"" Trus,,, lebih baik berita covidi ini dihilangkan insyaallah covid hilang",negatif
914,sikil buluk,"Mau langkah ekstrem... gampang. Tutup semua akses keluar masuk warga, jgn ada warga yg keluar rumah selama sebulan... kalo ada yg melanggar tembak mati, gitu kan ekstrem. Nanti ujung ujungnya biar bentrok sono sama rakyat sendiri... yg satu takut mati yg satunya lagi terpaksa berani mati ,demi ekonomi.",positif
915,k arpan,"Modus lagi bohong lagi, penuh dgn kebohongan pemerintah sekarang, begitu ada yg mau demo lokcdown zona merah, Corona di buat utk menutupi kebohongan terusla kau bohongi rakyat, ingat AZAB ALLAH pasti datang utk mu pemerintah bohong",negatif
916,Odoy Jakarta,Wkwkwkw dri dlu kmp ga d locdown udh 1 thn lebih bru mw d locdown kocak tuh yg korupsi bansos ga ada berita nye lg gmn klanutan nye,negatif
917,Risky Agasta,"Bisa nyetop sementara kredit cicilan apa engga? Bukan malah nanti disuruh bayar bunga !! Stop full dulu, ga usa lokdan lokdon ga becus ðŸ¤¨",negatif
918,Arie Sugianto,"Kalo mau lockdown siapkan dulu dana buat para pekerja harian dll mereka masih butuh makan dan hidup, bukan hanya seenaknya suruh lockdown",negatif
919,Jenss,Stop berita corona. Stop anggaran corona. Hidup kmbali normal lg ,negatif
920,PUJI MULYANI,"Assalamualaikum sekedar memberi masukan pak. 1. Pemerintah harus tegas menjalankan aturan sd ke tingkat Rt Rw..... yg melanggar di beri punishment. 
2. Pemerintah harus pro aktif sbg penggerak pola hidup pencegahan disiplin 3M kumpul2 ditingkat Rt sekalipun untuk sementara dilarang saja. 
3. Kalau gotong royong jika tetangga kena covid itu sudah otomatis berlaku di masyarakat saat ini... tinggal dari Rt Rw koordinir saja. Semoga musibah ini cepat berlalu dan kita semua sehat selamat. Amin",positif
921,charly setiaku,"lockdown masyarakat tpi mall2 buka coy, mantap kn",negatif
922,charly setiaku,"skrng baru lockdown, lucu sekali, nah ini sdh aku duga, habis lock down vaksin besar2an abis it d anggap amn, in untuk menjual /bisnis,",negatif
923,mas sigit,Pemerintah. mati karna kelaparan akibat lockdown gpp. asal gak mati karna covid19.,negatif
924,Rafly Dzulkarnaen,"Lockdown? 
Telat kali, kemarin kemana aja.
mendingan tambah aja angka covid- nya Test Covid = Duit
Sweeping Test  Covid = Duit
Hasil Test Positif Covid, Masuk Rumah Sakit  =  Duit
Kalo Mati, dikubur pakai protokol Covid = Duit
Duit  ...  Duit  ...  Duit",negatif
925,Herman Prikitiw,Bodo amat corona buat bisnis para pejabat,negatif
926,Nuri Redmi,Biar msyarakt mati semua Krn klparan,negatif
927,Yunita Alvie,lockdown red/ black zone,positif
928,Alin Eko Saptono,Jgn Rakyat Mulu yg di obok2 Dong.,negatif
929,Alin Eko Saptono,"Menurut Saya ""Stop WNA yg Masuk Ke Indonesia"" Baru Rakyat kita turut Pak. Nah ini GK Kita Di Lockdown tapi WNA melenggang dgn enaknya masuk Negara Kita.",positif
930,Alin Eko Saptono,"Kalo Lockdown udh siap ngasih makan Rakyatnya? Perlu dipikirkan lagi, yg banyak melanggar jg orang berduit. Yg GK punya duit GK mungkin kemana2.",positif
931,reza irawan,"SAYA PIKIR NGK USAH LOCKDOWN, KASIHAN RAKYAT KECIL SUSAH CARI NAFKAH NANTINYA, BIARKAN SAJA TERPAPAR COVID DARIPADA CARI NAFKAH SUSAH,",netral
932,ASNAN IFIT,SEMAKIN LUCU SAJA TINDAKAN DAN ATURANNYA PEMERINTAH SEKARANG. NIAT LOCKDOWN KOK BARU SEKARANG GAK DARI AWAL ADA CORONA. MASA NUNGGU CERITANYA SUPAYA PANJANG DULU BARU SELESAI LOCKDOWN. PAYAH,negatif
933,Aulia F,ayo segera lockdown pak untuk mengurangi angka penyebaran,positif
934,Erik Sitohang,"Para penjabat lockdown enakkk2 diem d rumah tetep dapeut gajih lahhh rakyat biasa, perantau, pedagan mana bisa... Diem dirumah /dikossan perut laper sedangkan bantua kebanyakan tdk merata banyak yg zonk",negatif
935,TimeToMovie,sebelum lockdown.. selesaikan dulu kasus bansos.. biar duit korupsinya bisa di beli beras dulu..,positif
936,dijadija,Lockdown jg percuma warga asing masih pd bebas masuk!!,negatif
937,putri ganwani,"Klu sdh Ketakutan .... baru pada sadar.
Belajar lah dr orang yg di india yg daerahnya berbahaya saat itu.
Saat mau masuk rumah sakit ..secara halus sistem lelang ( duit dan beban pun ikut )
Ampuh tuh ..gak usah di larang ..semua udah waspada.",positif
938,Asep Deni,"pasti pemerintah nanti salah kan masyarakat yang gak patuh, padahal pemerintah sendiri yang gak tegas",negatif
939,Gatot Agung Imansyah,Kebanyakan wacana,negatif
940,Dimas Gunawan,"Itu bukan LOCKDOWN woody,,
Itu mematikan rezeki masyarakat dengan gaya",negatif
941,Yulio Permana,"Lockdown tapi kebutuhan smp 2 minggu kedepan d tanggung pusat.

Insyaallah turun signifikan.",positif
942,Gedhang Goreng,Punya nyali pemerintah Indonesia sekarang lockdown ?,negatif
943,Ucok Bejo,Maaf itu di bahas udah terlambat  dan tidak ada arti  tp klu mau di lokdowun  mau  di orang mana aja ni mau masuk ke indonesia. Kemarin. Lokdowun orang asing masuk jg  terus mau di lakduwun mau di  tutup semya  tidak apa 2 orang miskin tetap hrs mati  sudah jd resiko jd mau di lokdiwun  silah kan aja orang kecil ga garu 22222,negatif
944,Darno Menyeng,Biarin aja GK usah locdown indonesia orang nya susah di atur.....,positif
945,Ihdinal Mukti,"Di lockdown ga mau ..suruh pake masker yg bener ga mau... dah dibilang jgn mudik ga denger juga... kasian sih pemerintah kita pontang panting mikir buat rakyatnya biar ga kayak INDIA, eh warganya seenaknya aja... semoga kita dijauhkan dari kondisi spt INDIA..",positif
946,Bambang Pesek,"Gak akan pengaruh... Karena corona selalu dimainkan.. Sudah banyak pelakunya,,",positif
947,Hadi Widjaja,"Kalau lockdown siap gk memenuhi kebutuhan sehari hari ??? 
Makan, listrik, cicilan kredit, dsb ??!!! 
Kalau Negara lain ok lockdown tapi rakyat semua kebutuhan di penuhi itu yang pertama !!! 
Kedua, virus itu di udara sudah tidak ada, virus sudah terlanjur di manusianya kalau di lockdown ok setelah selesai lockdown virus nya menyebar antar manusianya sama saja percuma !!!!!
Kalau mau lockdown dari awal kasus terkonfirmasi jadi belum sempat menyebar kemana -mana!!!",positif
948,wahyu prabowo,"Manusia perlu makan, dan makanan datang kalo kita kerja dulu",netral
949,Firman Rakhidaya,"Lockdown Indonesia sangat memungkinkan sih
Tapi apa masyarakat akan tetap di rumah, bekerja di rumah, sekolah di rumah, dll",positif
950,Demi Cinta,Apakah negara ini bisa full lockdown seperti negara lain... Bisa ga ,netral
951,NeLma Norita,"Lockdown lah sebulan demi menyelamatkan negeri jgn kelamaan mikir, liat malaysia singapore rela demi rakyat bukan cuma alesan ekonomi basiii",positif
952,Marco Dev,harusnya di beri sanksi buat yang melanggar,positif
953,lily,kenapa kita nga menerapkan absen berantai setiap KK? jd isoman selama 10 hari liat reaksi' a gmn. klo yg sehat dipisah Ama yg hrs isoman.. sya pikir bakal cpt selesai masalah covid,positif
954,Bambang Surya,"Banyak kali cerita kalian, bantu2 yang susah¸ udah kaya pelit ngomong lockdown yang pandai klean ",negatif
955,IMANIUM,ngomong tanpa otak memang gampang.,negatif
956,Mangitua Sirait,Donasi donasi massa untuk saudara sebangsa gk bisa,positif
957,aaaaa,"gimana mau pulih ,terkadang orang dari luar masuk indonesia dibiarkan saja tambah malas tambah berantakan mikir covid",negatif
958,Harry Yadi,Penambahan cepat karena jumlah test meningkat tajam,netral
959,Didik Suparyanto,Lockdownnya bulan depan aja. Saya Kerja di Buku Erlangga. Belum Sempat Saya Kirim Semua ke sekolah,netral
960,amx amx2020,SARAN SAYA. kalo mau lockdown segera lockdown.. sebelum terlambat...  selama lockdown bikin dapur umum tiap rw.. kasih makan rakyat gratis 3x sehari. jangan bilang negara gak punya duit.. ngutang lagi aja negara berapa ratus triliun.. untuk makan rakyat gak masalah.. kan yg bayar hutang negara yaitu rakyat & anak cucu kita.. jangan itungan kalo buat makan rakyat...,positif
961,Lalampa Lalamulu,"Ga kebayang sih kalo lockdown... artinya semua aktivitas STOP tidak ada aktivitas sama sekali seperti ibadah, pekerjaan , pabrik, perdagangan.... Serem banget kalo lockdown",netral
962,Sartono Suwito,Minum jahe dan kunyit dan makan ditempat hajatan semoga mati kovidnya..,netral
963,Wakhid Alfian,Mau lockdown gimana nasib rakyat kecil,negatif
964,Indra Lesmana,Cukup zona merah saja yang di lockdown... atau tutup semua pom bensin di zona merah... yakin ga akan banyak yg seliweran,positif
965,M.Rafik Chandra G,"Lockdown lagi tapi jangan masukin warga asing dan wni dari luar ke Indonesia selama lockdown berlangsung...
Pikir aja sendiri gak mungkin Varian Varian baru covid masuk kalo gak ada yang ditempeli/ membawanya masuk ke negara ini... dari varian alpa beta carlie delta echo..... apa mau sampe varian zero baru sadar....
Semoga semua cepat berakhir dan kembali normal seperti dulu.... Aamiin",positif
966,gojek muhidin, kga di locdon aja warga susah di atur apalagi di locdon bisa ngamuk ,netral
967,Rina,Lockdown pulau jawa,positif
968,Gladiator lima,Saatnya APBN dikosongkan rakyat.. Bisa apa covid tanpa uang dan anggaran..,netral
969,Gladiator lima,Lockdown lagi hutang lagi.. Udah negara miskin tambah miskin..,negatif
970,agus suherman,"negara miskin, korup mau lockdown,  serius ?!",negatif
971,E-Art INDONESIA,Covid akan terus ada jika Para dokter masih bersandiwara.,negatif
972,Rami,wacana mulu,negatif
973,Usman Badriawan,"Gua sebagai kurir barang, akan terus bekerja dan melanggar aturan lockdown jika benar terjadi, terus terang aja gua lebih takut ga bisa makan sama ga punya duit drpd Covid-19.",negatif
974,Nyoman Sandiasa,"Ayolah pak lockdown saja sebelum makin banyak korban, kasian jg para nakes sdh kelelahan, masalah ekonomi rasa 2nya kalo jalan terus sperti ini ttep anjlok juga, masalah pmenuhan kbutuhan pokok ya mohon bapak2 kerja keras dsitu pasti ada jalan, dari sekian triliun uang yg dikorupsi masa tidak bisa skedar memenuhi pangan saat lockdown",positif
975,Bakul Endox,"Mohon maaf
Mbok alat test itu dicek lagi keakuratannya . Jangan sampai salah vonis. Kebanyakan yang covid disekitar saya sudah punya riwayat sakit atau lansia . Dan fenomena masyarakat banyak yang sakit tidak mau berobat ke puskesmas atau RS .Mereka pilih berobat ke klinik atau dokter praktik.
Dan faktanya mereka banyak yang sembuh",positif
976,Emhaf,"Mana berani..
Lockdown khusus warga Indonesia saja tapi 
TKA bebas keluar masuk",negatif
977,Alfius Alfius,"1.pake, masker 2. jaga jarak 3. sering cuci tangan. itu yg penting",positif
978,purnomo sidiq31,Waduhh.. gak jadi tatap muka belajar deh ,netral
979,Andre CS,Lockdown kecamatan ajh.,positif
980,Abbi Haninhanum,"lockdown perlu tpi kawasan y zona merah.
awas pertanyaan pancingan y berupa jawaban y bisa menggiring persepsi bhw itu pendpt Narsum.
media sekarang bajingan",positif
981,Haerudin 321,"Padahal kalau terkonsep pas lebaran lockdown 1 pekan bandara, pelabuhan, stasiun, terminal di tutup jalan tol dan propinsi di beton pasti aman zakat fitrah menajemen untuk diam di rumah kita bersabar sebentar. disini pemerintah kebijakannya kurang tegas",positif
