id,username,text,text_clean,label
807,Sherly Deviana,"apalagi kalau ktp jawa ya gak bakalan  dapat"" psti nanti ada yg gak suka"" tpi ini lah kenyantaan ngadu ke gusti allah sudah ink masalah keadillan: orang saya juga ngontrak 'ora punya punya apa""",ktp jawa tidak bakal dapat pasti nanti ada tidak suka nyata adu gusti sudah ink masalah adil orang kontrak tidak punya punya,negatif
808,Sherly Deviana,"mau ke dinsos takut yg ada di hina"" atau di tertawain ""kalau dapat ya gak apa apa kalau gak dapat ya psti kesal""' masa harus di beda bedakaan"" udah ktp sini cilegon"" kampungnya jawa"" gak prnah dapat",mau dinas sosial takut ada hina tertawa dapat tidak tidak dapat pasti kesal masa harus beda beda udah ktp sini cilegon kampung jawa tidak pernah dapat,negatif
809,Sherly Deviana,"itu kan uang dri pemerintah""' andai kta saya dapat uang itu gak saya makan semua mlahan mau di bagi juga  yg gak mampu ""hidup itu harus saling berbagi'"" apalagi saya orang gak mampu"" harus saling berbagi kalau nunggu kaya kpan waktunya",uang pemerintah andai dapat uang tidak makan semua malah mau bagi tidak mampu hidup harus saling bagi orang tidak mampu harus saling bagi nunggu kaya kapan waktu,netral
810,Sherly Deviana,"masa dri dulu bgitu sementara orang orang di bikinin kartu di kasih tahu "" saya mah gak' mau ke lurah takut  di buly apalagi ke rt'"" ya ada pling suruh sabar"" mungkin bukan rezekinya""",masa dulu sementara orang orang bikin kartu kasih tahu tidak mau lurah takut hina rt ada paling suruh sabar mungkin bukan rezeki,negatif
811,Sherly Deviana,"ya ksihan dong orang orang gak tahu 'apalagi gak mampu"" seharusnya di kasih tahu caranya ""jgan ini mah  di data cuma ktp doang sama kk"""" pas giliran  di data  gak bisa""",kasihan orang orang tidak tahu tidak mampu harus kasih tahu cara jangan data cuma ktp sama kartu keluarga ketika gilir data tidak bisa,negatif
812,Sherly Deviana,"terutama untuk daerah cilegon' di data mah semua di data"" masa orang yg ngontrak"" orang yg kecil'
bingung"" mungkin bagi mereka orang orang yg mampu dan kaya"" duit segitu gak brarti"" tpi bagi saya brarti"" dri dulu gak pernah dapat'' sementara orang orang dapat 'ribet amat harus ada kartu keluarga sejahtera dan penerima manfaat bantuan sosial",utama daerah cilegon data semua data masa orang kontrak orang kecil bingung mungkin bagi orang orang mampu kaya uang begitu tidak arti bagi arti dulu tidak pernah dapat sementara orang orang dapat rumit sekali harus ada kartu keluarga sejahtera terima manfaat bantu sosial,negatif
813,Sherly Deviana,"jgan hanya pda diam aja hak orang miskin yatim piatu janda"" kenapa sih gak adil"" masa yg dapat orang orang mampu""""",jangan hanya diam hak orang miskin yatim piatu janda tidak adil masa dapat orang orang mampu,negatif
814,Sherly Deviana,"gak jelas kejam banget"" gak rata bantuanya"" bilang ke pemerintah gak mungkin ada mentri dan kabinetnya''",tidak jelas kejam tidak rata bantu bilang pemerintah tidak mungkin ada menteri kabinet,negatif
815,Boy Reffie,Kalo kartu KIS dapat ga,kartu kis dapat tidak,netral
816,Adewijaya Adewijaya,Kemarin saya pas beras dapat dari RT ,ketika beras dapat rt,positif
817,Dandi aditya,Saya ktp dki tempat masih ngontrak.. Tapi ga dapat bansos. Sedangkan yg punya rumah punya kontrakan dapet.. Saya bingung dengan permainan ini,ktp jakarta tempat masih kontrak tidak dapat bantu sosial sedang punya rumah punya kontra dapat bingung main,negatif
818,maria pertiwi,"Tetangga ku yang dapat PKH itu terus. Yang dapat bansos maaf yang di senengi pak RT nya. Yang dapat siapa aja gak jujur. Yaa namanya manusia pasti jengkel dan irii lah aku. Tapi yaa mau gimana lagi 
 Trimo ing pandum . Beryukut berdoa dan bekerjaa. ",tetangga dapat program keluarga harap dapat bantu sosial neng pak rt dapat siapa tidak jujur nama manusia pasti jengkel iri mau gimana terima ada syukur doa kerja,negatif
819,Dia Pitaloka,"ini gimana ketegasan pemerintah? Banyak dana yang tidak sampai ke rakyat miskin,  kurang tegas sih menurut aku",gimana tegas pemerintah banyak dana tidak sampai rakyat miskin kurang tegas turut,negatif
820,Kasto Kareno,"Jangan sampe bansos yg sudah2 di korupsi terulang kembali, dari warga kelurahan sukajadi, karawaci, tangerang.",jangan sampai bantu sosial sudah korupsi ulang kembali warga lurah sukajadi karawaci tangerang,positif
821,Princes Aura,Saya mau tanya nih serius.. apa iya merubah KK di anggap warga Bru dan tidak mendapatkan bantuan.. memangnya bantua covit berpengaruh sm warga baru kah?,mau tanya serius rubah kartu keluarga anggap warga baru tidak dapat bantu memang bantu covid pengaruh sama warga baru,netral
822,Heri Yanto,Saya jugak ada anak sekolah  s m a  tapi tidak dapat bantuan apapun,ada anak sekolah tidak dapat bantu apa,negatif
823,riri Akhad,Jangan melalui rt... mnding di ambil ke pos.. ga bs percay Klu dah di tangan rt,jangan lalu rt mending ambil pos tidak bisa percaya sudah tangan rt,negatif
824,CHS PRO,kasus bansos kemarin selesaikan ya.... trus bansos skrng jgn dijadikan tembok pelupa,kasus bantu sosial selesai bantu sosial sekarang jangan jadi tembok lupa,negatif
825,Rifah,Sy ibu rmh tga rmh sewa  janda dgn 4 anak   1  x pun dari  mulai yg katanya ada bansos dr thn2 sblmnya  dan  smpe sekarang blm pernah merima  bantuan appun  .. jd ya prctya tdk prcya ..tpp  smgt  brjuang ..wlupn  keadaan smkin sulit .,ibu rumah tangga rumah sewa janda anak mulai kata ada bantu sosial tahun belum sampai sekarang belum pernah terima bantu jadi percaya tidak percaya tetap semangat juang walau ada makin sulit,negatif
826,Yakub Al Jahid,Indonesia negara lucu... yang pengusaha2 dapet bantuan.... tapi yang pemulung.. pekerja proyek.. kuli pangul dll gak dapet bantuan..... aku kasih tau jadi atasan yang adil.... besok  ada hari perhitungan....,indonesia negara lucu usaha dapat bantu pulung kerja proyek kuli panggul tidak dapat bantu kasih tahu jadi atas adil besok ada hari hitung,negatif
827,Nining Ninigimuz,Sudah gak dapat pkh. gak dapat bantuan anak sekolah... aduh.. dari sd sampe smp gak dapat. orang yang Kaya Kaya dapat terus..,sudah tidak dapat program keluarga harap tidak dapat bantu anak sekolah aduh sd sampai sampai tidak dapat orang kaya kaya dapat,negatif
828,Garsi ViLareaL Rere," sy warga yg rutin ga prnh dpt bntuan,.",warga rutin tidak pernah dapat bantu,negatif
829,idody_virgin,"Lagi lagi uang di korupsi, siap2 koruptor dapat uang haram lagi",uang korupsi siap koruptor dapat uang haram,negatif
830,Astri Suila,Kenapa sy punya kartu bansos tpi tida masuk bantuan beras,punya kartu bantu sosial tidak masuk bantu beras,negatif
831,Hendri New,Sebelum nya minta maaf. kenapa yang dapat bantuan hanya orang2 itu terus. apa kah bantuan itu tidak merata. memberi bantuan itu harus merAta dan adil pak,belum minta dapat bantu hanya orang bantu tidak rata beri bantu harus rata adil pak,negatif
832,Rinda Naibaho,Blm pernah dpt bantuan apapun  sebutir beras juga,belum pernah dapat bantu apa butir beras,negatif
833,Nelly Nelly,Yang pkh dapat bst gak pak 🙏,program keluarga harap dapat bst tidak pak,netral
834,Andi Andika,Tidak akan pernah akurat atau tepat sasaran bantuan seperti ini karena pemerintah indo yang gak tegas,tidak pernah akurat tepat sasar bantu seperti pemerintah indonesia tidak tegas,negatif
835,Ekal Ekal,"Sebelum kovid dapet dari mna pak.. Siapa yg ngasih uang nya, kami yang miskin gak tau harus mengadu ke siapa, suara kami tidak pernah di dengar",belum covid dapat mana pak siapa beri uang miskin tidak tahu harus adu siapa suara tidak pernah dengar,negatif
836,Kesaksian Umat Kristen,"200 300 ni untuk apa..
Satu hari sj habis
Apa lagi kita di maluku yg hrga brang mahal kaya bgini...
Kalau bisa 700 ribu dong...",satu hari habis malu harga barang mahal kaya begini bisa ribu,netral
837,Kesaksian Umat Kristen,"Dana 85,8 Triliun.
Ada yang sama skali yg tdak dpt bantuan.
Trus sisa dana di kemanakan..???",dana triliun ada sama skali tidak dapat bantu sisa dana mana,negatif
838,Rahman Poso,Apakah tiga bantuan itu per kk atau satu macam mohon jelaskan pa.,tiga bantu kartu keluarga satu macam mohon jelas bapak,netral
839,yulida husni lie,Ktnya klo kk baru gx terdaftar jdi gx dpet bansos uang tunai..,kata kartu keluarga baru tidak daftar jadi tidak dapat bantu sosial uang tunai,netral
840,Khaylatun Nisa,"Saya gax dapat bantuan/ PKH juga engga, saya orang miskin yang rumah aja masih kontrak",tidak dapat bantu program keluarga harap engga orang miskin rumah masih kontrak,negatif
841,Labkom,yah mau apa lagi... dilapor juga serba salah... Pemerintah seolah tutup kuping sama keluh kesah warga terutama yg miskin,mau lapor serba salah pemerintah olah tutup kuping sama keluh kesah warga utama miskin,negatif
842,S Wahyudi,Di tunggu bansos nya area gresik jawa timur bagi kita yg blm dpt kerja nih habis kenak phk dan nganggur .kalau kerja ya kita gak butuh bansos .jangan phk mana bansos nya kami tunggu ksh tiap bulan lebih baik dan uang tunai .ambil di kelurahan .,tunggu bantu sosial area gresik jawa timur bagi belum dapat kerja habis kena putus hubung kerja nganggur kerja tidak butuh bantu sosial jangan putus hubung kerja mana bantu sosial tunggu kasih tiap bulan lebih baik uang tunai ambil lurah,negatif
843,ns prasetyaz,Selama ada covid belum pernah merasakan bantuan sama sekali padahal suami kena phk usaha merosot harusnya umkm survei dulu baru jadi tepat sasaran.,lama ada covid belum pernah rasa bantu sama sekali suami kena putus hubung kerja usaha merosot harus umkm survei dulu baru jadi tepat sasar,negatif
844,Bicael Chenelku,Dari awal covid 19 sampai sudah berganti tahun 2021 belum pernah saya merasakan dapat bansos atau apapun jenis bantuan nya buat meringankan rakyat kurang mampu seperti saya.🙏 Saya tetap berdagang kelontong juga tidak ada bantuan .kalo ada sarana online mending saya daftar online.,awal covid sampai sudah ganti tahun belum pernah rasa dapat bantu sosial apa jenis bantu buat ringan rakyat kurang mampu seperti saya tetap dagang kelontong tidak ada bantu ada sarana online mending daftar online,negatif
845,Junior gaming,Pemerintah harus bisa bijak beri bantuan orang terdampak covid ,pemerintah harus bisa bijak beri bantu orang dampak covid,netral
846,Junior gaming,Punya keluarga covid sama sekali gak ada bantuan dr pemerintah,punya keluarga covid sama sekali tidak ada bantu pemerintah,negatif
847,99 Info,"Saya gak dapat...
Mungkin kalo di cek dari pusat, langsung kelapangan mungkin lebih real...
Biar gk salah sasaran",tidak dapat mungkin cek pusat langsung lapang mungkin lebih nyata biar tidak salah sasar,negatif
848,Didi Saja,"saya tidak mau vaksin, kita hanya di bodohi pemerintah biar dapat cuan",tidak mau vaksin hanya tipu pemerintah biar dapat uang,negatif
849,Muhammad Firdaus,"ayo lah semua warga indonesia kita vaksin, ini juga demi kebaikan keluarga kita dan orang sekitar",semua warga indonesia vaksin demi baik keluarga orang sekitar,positif
850,ali ci,hati hati di vaksin..,hati hati vaksin,netral
851,ali ci,jangan mau di vaksin.. demi allah itu adalah buatan china..,jangan mau vaksin demi buat cina,negatif
852,Syamani Ani,Kabar nya ada yg koma habis di vaksin di daerah pelaihari  kelsel,kabar ada tidak sadar habis vaksin daerah pelaihari kalimantan selatan,netral
853,Habibi Bibi,"KEPADA PARA PAHLAWAN VAKSIN KORONA, KABUT DI PAGI HARI APAKAH ADA ZAT ATAU VIRUS BAIK UNTUK MELAWAN KORONA",kepada para pahlawan vaksin corona kabut pagi hari ada zat virus baik lawan corona,netral
854,Luken Luken,Yang tanggung jawab siapa ?  jika ada kesalahan akibat di vaksin ? yang jelas doooong ?,tanggung jawab siapa ada salah akibat vaksin jelas,negatif
855,Miss Aprillia,Finally semua akan kena corona pada waktunya�,akhir semua kena corona waktu,negatif
856,Ariyan,Biasanya masalah keamanan pejabat dulu deh yang ngerasaain...,biasa masalah aman jabat dulu rasa,netral
857,Batu Penguasa,"Bacot la,  beritnya covid sma politik mulu.  Media cari uang gini amat ya skrng",bohong la berita covid sama politik media cari uang gin sekali sekarang,negatif
858,Prof Halu,Gue pengen kena corona.,ingin kena corona,negatif
859,Abdul Mukti,Kumaha sia ajiggggg  aing bosen ngadenge copit,bagaimana anjing bosan dengar covid,negatif
860,Zerevv,Halal? orang didenda,halal orang denda,negatif
861,spiderman noir,"Ya udah, semua anggota dpr dulu terus para mentri dulu abis itu pak presiden dan seluruh keluarganya dulu, turs tunggu bbrp bulan kalo aman semua ga ada yg mati, baru Rakyat yaa",udah semua anggota dpr dulu para menteri dulu habis pak presiden seluruh keluarga dulu turs tunggu beberapa bulan aman semua tidak ada mati baru rakyat,netral
862,Boomm Beng,presiden dan pejabat tinggi negara yg pertama di vaksin,presiden jabat tinggi negara pertama vaksin,netral
863,Darsiah Siah,setelh di vaksin semoga aman tidak terjadi yg aneh2 nantinya,telah vaksin moga aman tidak jadi aneh,positif
864,Moch Amzi,Semoga besok dunia kembali normal,moga besok dunia kembali normal,netral
865,Weednesday,BULLSHIT,omong kosong,negatif
866,Insannisa Majid,"Mudah mudahan cepat selesai wabah ini, biar negara makin maju, perekonomian makin meningkat. Kalo misal ini wabah, adalah akibat ulah manusia, mudah mudahan tidak ada lagi ilmuwan atau yg ahli bikin wabah bisa berkaca, beginilah akibat yg tak di sangka, makin panjang. Kayaknya sy kebanyakan nonton film, nih... Maaf",mudah mudah cepat selesai wabah biar negara makin maju ekonomi makin tingkat misal wabah akibat ulah manusia mudah mudah tidak ada ilmuwan ahli bikin wabah bisa kaca begini akibat tidak sangka makin panjang kayak banyak nonton film,positif
867,Fadhila Dhiyaul Wafa,Semoga cepat dibagikan vaksinnya,moga cepat bagi vaksin,positif
868,Bagus Basuki,Hanya orang bego yang mau di vaksin,hanya orang bego mau vaksin,negatif
869,Andromeda,Habis di suntik vaksin.... Semua warga Indonesia menjadi Zombie.... Halu bgt Gw....,habis suntik vaksin semua warga indonesia jadi zombie halusinasi,negatif
870,Dede Fitri,Paksin virus untuk membunuh rakyat prlahan lahan,vaksin virus bunuh rakyat perlahan lahan,negatif
871,Dark Knightmare,"Dah buat para pejabat aja dulu khususnya pres n wapres ,kami prioritaskan anda anda dulu, biar pemerintahan aman",sudah buat para jabat dulu khusus presiden wakil presiden prioritas dulu biar pemerintah aman,netral
872,Oritama Zulfikar,Perasaan ga ada berita warga china di vaksin,asa tidak ada berita warga cina vaksin,netral
873,Berkah bahari,Yg mau vaksin silahkan..  Tapi jangan maksa dong..  Sampe dikenakan denda Ini vaksin apa bisnis sih..,mau vaksin silah jangan paksa sampai kena denda vaksin bisnis,negatif
874,Dropship dan Affiliate,Semoga lekas jadi vaksinnya,moga lekas jadi vaksin,positif
875,Candra Setyo Abdi Sadi Putra,"Apa kita yg sehat juga bakal dipaksa vaksin? Ngapain? Males, dislike",sehat bakal paksa vaksin ngapain malas tidak suka,negatif
876,Kharisma Purnama,SKIP VAKSIN GA PAKE BACOT CUMA 2 KATA GUA TOLAK,lewat vaksin tidak pakai bohong cuma kata tolak,negatif
877,Wingky Sugama,"Uji coba vaksin di anggota dpr dulu, baru ke rakyat",uji coba vaksin anggota dpr dulu baru rakyat,positif
878,Coun Toolgeedie,Masyarakat lebih sehat daripada di vaksin.. pemerintah hanya mengandalkan ansumsi yg kurang jelas. cuma demi uang mengorbankan masyarakat.!,masyarakat lebih sehat vaksin pemerintah hanya andal asumsi kurang jelas cuma demi uang korban masyarakat,negatif
879,fahmi maulana,"bapak maff, ga pakai masker?",bapak tidak pakai masker,netral
880,M.Fathan Jamil,Semua orng dari pemerintahan dlu yg di vaksin baru Rakyat. seluruh kekuarga saya tdk akan saya ijin kn dvaksin,semua orang pemerintah vaksin baru rakyat seluruh keluarga tidak izin vaksin,negatif
881,Dhirendra218,Gak mungkin dapat membuat vaksin secepat itu,tidak mungkin dapat buat vaksin cepat,negatif
882,HD BRIJAYA,"pembodohan publik, buang'' uang negara puluhan triliun hanya buat vaksin yang gak jelas itu",bodoh publik buang uang negara puluh triliun hanya buat vaksin tidak jelas,negatif
883,aji oke,"semoga dengan vaksin dunia segera pulih dan kembali normal, semangat terus juga buat pemerintah",moga vaksin dunia segera pulih kembali normal semangat buat pemerintah,positif
884,BALE NASU,"Vaksinnya prioritaskan anggota DPR biar pejabat negara aman dr corona.
Tiga bulan kemudian barulah di vaksin masyarakat biasa.",vaksin prioritas anggota dpr biar jabat negara aman corona tiga bulan kemudian baru vaksin masyarakat biasa,positif
885,Ucuy Leupeut,Bodo amat,tidak peduli sekali,negatif
886,Waguwaton Guyu,Bener ga sih? Perasaan who masih menunda deh? Oia itu berita kritikan dari luar gimana? Tes covid di mari negatif masa di sana tes lagi positif. Jadi di ragukan sama luar ,benar tidak asa who masih tunda berita kritik luar gimana tes covid negatif masa sana tes positif jadi ragu sama luar,netral
